log_file,profile_stage,label,H,W,K,seed,graded,table_stage,correct,time_ms,gflops,speedup,raw_instructions,raw_l1d_loads,raw_l1d_misses,raw_mpki,isolated_instructions,isolated_l1d_loads,isolated_l1d_misses,isolated_mpki,raw_elapsed_s,isolated_elapsed_s,isolation_note
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,1024,1024,5,1234,not graded,tile,yes,15.673,3.35,0.90,4561183770,1125181784,4979433,1.091698,2180992243,535521617,2756133,1.263706,0.331562,0.174242,isolated (naive baseline subtracted)
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,2048,2048,3,1234,not graded,naive (ref),yes,22.233,3.40,1.00,8255231184,1671280691,23482254,2.844530,4316227905,872280611,8641767,2.002157,0.502319,0.263616,substituted from dedicated naive baseline log
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,2048,2048,3,1234,not graded,tile,yes,22.730,3.32,0.98,8255231184,1671280691,23482254,2.844530,3939003279,799000080,14840487,3.767574,0.502319,0.238703,isolated (naive baseline subtracted)
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,2048,2048,5,1234,not graded,naive (ref),yes,62.793,3.34,1.00,18210010979,4491459369,24402741,1.340073,9486414542,2349447435,13492458,1.422293,1.369972,0.650540,substituted from dedicated naive baseline log
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,2048,2048,5,1234,not graded,tile,yes,61.436,3.41,1.02,18210010979,4491459369,24402741,1.340073,8723596437,2142011934,10910283,1.250663,1.369972,0.719432,isolated (naive baseline subtracted)
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,4096,4096,3,1234,not graded,naive (ref),yes,82.424,3.66,1.00,32982791111,6675267548,115113977,3.490122,17227392632,3479485120,56241129,3.264634,1.853084,1.022770,substituted from dedicated naive baseline log
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,4096,4096,3,1234,not graded,tile,yes,81.916,3.69,1.01,32982791111,6675267548,115113977,3.490122,15755398479,3195782428,58872848,3.736678,1.853084,0.830314,isolated (naive baseline subtracted)
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,4096,4096,5,1234,not graded,naive (ref),yes,223.568,3.75,1.00,72796980519,17954780576,123244860,1.692994,37905679948,9387518813,79867109,2.106996,5.010515,2.496753,substituted from dedicated naive baseline log
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,4096,4096,5,1234,not graded,tile,yes,238.551,3.52,0.94,72796980519,17954780576,123244860,1.692994,34891300571,8567261763,43377751,1.243225,5.010515,2.513762,isolated (naive baseline subtracted)
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,512,512,3,1234,not graded,naive (ref),yes,1.028,4.59,1.00,511535057,105112459,946193,1.849713,278490924,56783492,549211,1.972097,0.025297,0.014643,substituted from dedicated naive baseline log
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,512,512,3,1234,not graded,tile,yes,1.002,4.71,1.03,511535057,105112459,946193,1.849713,233044133,48328967,396982,1.703463,0.025297,0.010654,isolated (naive baseline subtracted)
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,512,512,5,1234,not graded,naive (ref),yes,3.185,4.12,1.00,1128403132,281356721,971454,0.860910,601553639,149091692,560303,0.931426,0.073927,0.036723,substituted from dedicated naive baseline log
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,512,512,5,1234,not graded,tile,yes,3.401,3.85,0.94,1128403132,281356721,971454,0.860910,526849493,132265029,411151,0.780396,0.073927,0.037204,isolated (naive baseline subtracted)
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,1024,1024,3,1234,not graded,naive (ref),yes,4.665,4.05,1.00,2020185192,413742494,3763919,1.863155,1087588944,220339456,2140651,1.968254,0.108847,0.056068,substituted from dedicated naive baseline log
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,1024,1024,3,1234,not graded,tile,yes,4.449,4.24,1.05,2020185192,413742494,3763919,1.863155,932596248,193403038,1623268,1.740590,0.108847,0.052779,isolated (naive baseline subtracted)
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,1024,1024,5,1234,not graded,naive (ref),yes,13.793,3.80,1.00,4487947604,1118799492,3890300,0.866833,2380191527,589660167,2223300,0.934084,0.328587,0.157320,substituted from dedicated naive baseline log
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,1024,1024,5,1234,not graded,tile,yes,14.931,3.51,0.92,4487947604,1118799492,3890300,0.866833,2107756077,529139325,1667000,0.790888,0.328587,0.171267,isolated (naive baseline subtracted)
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,2048,2048,3,1234,not graded,naive (ref),yes,20.467,3.69,1.00,8047398087,1646017309,15181081,1.886458,4316227905,872280611,8641767,2.002157,0.470296,0.263616,substituted from dedicated naive baseline log
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,2048,2048,3,1234,not graded,tile,yes,19.391,3.89,1.06,8047398087,1646017309,15181081,1.886458,3731170182,773736698,6539314,1.752617,0.470296,0.206680,isolated (naive baseline subtracted)
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,2048,2048,5,1234,not graded,naive (ref),yes,56.350,3.72,1.00,17917892681,4466104267,20036718,1.118252,9486414542,2349447435,13492458,1.422293,1.278845,0.650540,substituted from dedicated naive baseline log
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,2048,2048,5,1234,not graded,tile,yes,58.957,3.56,0.96,17917892681,4466104267,20036718,1.118252,8431478139,2116656832,6544260,0.776170,1.278845,0.628305,isolated (naive baseline subtracted)
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,4096,4096,3,1234,not graded,naive (ref),yes,81.309,3.71,1.00,32151838093,6574355073,81745795,2.542492,17227392632,3479485120,56241129,3.264634,1.800363,1.022770,substituted from dedicated naive baseline log
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,4096,4096,3,1234,not graded,tile,yes,77.437,3.90,1.05,32151838093,6574355073,81745795,2.542492,14924445461,3094869953,25504666,1.708919,1.800363,0.777593,isolated (naive baseline subtracted)
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,4096,4096,5,1234,not graded,naive (ref),yes,223.608,3.75,1.00,71630876952,17853944013,105809013,1.477143,37905679948,9387518813,79867109,2.106996,4.879421,2.496753,substituted from dedicated naive baseline log
profile_tile_tileSize256_20260906_124958.log,tile,tileSize256,4096,4096,5,1234,not graded,tile,yes,227.466,3.69,0.98,71630876952,17853944013,105809013,1.477143,33725197004,8466425200,25941904,0.769214,4.879421,2.382669,isolated (naive baseline subtracted)
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,512,512,3,1234,not graded,naive (ref),yes,0.986,4.78,1.00,521779512,105844473,1160795,2.224685,278490924,56783492,549211,1.972097,0.025589,0.014643,substituted from dedicated naive baseline log
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,512,512,3,1234,not graded,tile,yes,1.090,4.33,0.90,521779512,105844473,1160795,2.224685,243288588,49060981,611584,2.513821,0.025589,0.010947,isolated (naive baseline subtracted)
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,512,512,5,1234,not graded,naive (ref),yes,3.208,4.09,1.00,1143899933,282090468,1046376,0.914744,601553639,149091692,560303,0.931426,0.073660,0.036723,substituted from dedicated naive baseline log
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,512,512,5,1234,not graded,tile,yes,3.421,3.83,0.94,1143899933,282090468,1046376,0.914744,542346294,132998776,486073,0.896241,0.073660,0.036937,isolated (naive baseline subtracted)
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,1024,1024,3,1234,not graded,naive (ref),yes,4.632,4.07,1.00,2061164588,416678919,4756041,2.307453,1087588944,220339456,2140651,1.968254,0.112406,0.056068,substituted from dedicated naive baseline log
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,1024,1024,3,1234,not graded,tile,yes,4.947,3.82,0.94,2061164588,416678919,4756041,2.307453,973575644,196339463,2615390,2.686376,0.112406,0.056338,isolated (naive baseline subtracted)
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,1024,1024,5,1234,not graded,naive (ref),yes,13.741,3.82,1.00,4549919357,1121754177,4714445,1.036160,2380191527,589660167,2223300,0.934084,0.337486,0.157320,substituted from dedicated naive baseline log
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,1024,1024,5,1234,not graded,tile,yes,15.961,3.28,0.86,4549919357,1121754177,4714445,1.036160,2169727830,532094010,2491145,1.148137,0.337486,0.180166,isolated (naive baseline subtracted)
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,2048,2048,3,1234,not graded,naive (ref),yes,20.238,3.73,1.00,8210578110,1657632824,18985685,2.312344,4316227905,872280611,8641767,2.002157,0.467660,0.263616,substituted from dedicated naive baseline log
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,2048,2048,3,1234,not graded,tile,yes,20.558,3.67,0.98,8210578110,1657632824,18985685,2.312344,3894350205,785352213,10343918,2.656135,0.467660,0.204043,isolated (naive baseline subtracted)
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,2048,2048,5,1234,not graded,naive (ref),yes,61.834,3.39,1.00,18164717302,4477664059,23321564,1.283894,9486414542,2349447435,13492458,1.422293,1.268143,0.650540,substituted from dedicated naive baseline log
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,2048,2048,5,1234,not graded,tile,yes,58.109,3.61,1.06,18164717302,4477664059,23321564,1.283894,8678302760,2128216624,9829106,1.132607,1.268143,0.617603,isolated (naive baseline subtracted)
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,4096,4096,3,1234,not graded,naive (ref),yes,78.774,3.83,1.00,32804705239,6620857489,97132434,2.960930,17227392632,3479485120,56241129,3.264634,1.812738,1.022770,substituted from dedicated naive baseline log
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,4096,4096,3,1234,not graded,tile,yes,81.741,3.69,0.96,32804705239,6620857489,97132434,2.960930,15577312607,3141372369,40891305,2.625055,1.812738,0.789968,isolated (naive baseline subtracted)
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,4096,4096,5,1234,not graded,naive (ref),yes,221.667,3.78,1.00,72619294157,17900457638,118957329,1.638095,37905679948,9387518813,79867109,2.106996,4.908703,2.496753,substituted from dedicated naive baseline log
profile_tile_tileSize32_20260906_124742.log,tile,tileSize32,4096,4096,5,1234,not graded,tile,yes,230.608,3.64,0.96,72619294157,17900457638,118957329,1.638095,34713614209,8512938825,39090220,1.126078,4.908703,2.411951,isolated (naive baseline subtracted)
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,512,512,3,1234,not graded,naive (ref),yes,0.984,4.79,1.00,511483979,105086645,915294,1.789487,278490924,56783492,549211,1.972097,0.024087,0.014643,substituted from dedicated naive baseline log
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,512,512,3,1234,not graded,tile,yes,1.031,4.58,0.95,511483979,105086645,915294,1.789487,232993055,48303153,366083,1.571219,0.024087,0.009444,isolated (naive baseline subtracted)
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,512,512,5,1234,not graded,naive (ref),yes,3.164,4.14,1.00,1130163707,281861709,993829,0.879367,601553639,149091692,560303,0.931426,0.075227,0.036723,substituted from dedicated naive baseline log
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,512,512,5,1234,not graded,tile,yes,3.406,3.85,0.93,1130163707,281861709,993829,0.879367,528610068,132770017,433526,0.820124,0.075227,0.038503,isolated (naive baseline subtracted)
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,1024,1024,3,1234,not graded,naive (ref),yes,4.554,4.14,1.00,2019701025,413570971,3672361,1.818270,1087588944,220339456,2140651,1.968254,0.108168,0.056068,substituted from dedicated naive baseline log
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,1024,1024,3,1234,not graded,tile,yes,4.680,4.03,0.97,2019701025,413570971,3672361,1.818270,932112081,193231515,1531710,1.643268,0.108168,0.052100,isolated (naive baseline subtracted)
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,1024,1024,5,1234,not graded,naive (ref),yes,14.218,3.69,1.00,4487683326,1118694444,3858463,0.859789,2380191527,589660167,2223300,0.934084,0.338581,0.157320,substituted from dedicated naive baseline log
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,1024,1024,5,1234,not graded,tile,yes,15.215,3.45,0.93,4487683326,1118694444,3858463,0.859789,2107491799,529034277,1635163,0.775881,0.338581,0.181261,isolated (naive baseline subtracted)
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,2048,2048,3,1234,not graded,naive (ref),yes,20.494,3.68,1.00,8044590439,1645174712,14894420,1.851483,4316227905,872280611,8641767,2.002157,0.460292,0.263616,substituted from dedicated naive baseline log
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,2048,2048,3,1234,not graded,tile,yes,19.809,3.81,1.03,8044590439,1645174712,14894420,1.851483,3728362534,772894101,6252653,1.677051,0.460292,0.196676,isolated (naive baseline subtracted)
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,2048,2048,5,1234,not graded,naive (ref),yes,57.962,3.62,1.00,17915377661,4465340607,20259217,1.130828,9486414542,2349447435,13492458,1.422293,1.285567,0.650540,substituted from dedicated naive baseline log
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,2048,2048,5,1234,not graded,tile,yes,60.193,3.48,0.96,17915377661,4465340607,20259217,1.130828,8428963119,2115893172,6766759,0.802799,1.285567,0.635027,isolated (naive baseline subtracted)
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,4096,4096,3,1234,not graded,naive (ref),yes,81.503,3.71,1.00,32140674033,6571000613,80687034,2.510434,17227392632,3479485120,56241129,3.264634,1.803260,1.022770,substituted from dedicated naive baseline log
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,4096,4096,3,1234,not graded,tile,yes,77.230,3.91,1.06,32140674033,6571000613,80687034,2.510434,14913281401,3091515493,24445905,1.639204,1.803260,0.780490,isolated (naive baseline subtracted)
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,4096,4096,5,1234,not graded,naive (ref),yes,225.048,3.73,1.00,71619597877,17850550318,104972029,1.465689,37905679948,9387518813,79867109,2.106996,4.876174,2.496753,substituted from dedicated naive baseline log
profile_tile_tileSize512_20260906_125034.log,tile,tileSize512,4096,4096,5,1234,not graded,tile,yes,227.665,3.68,0.99,71619597877,17850550318,104972029,1.465689,33713917929,8463031505,25104920,0.744646,4.876174,2.379421,isolated (naive baseline subtracted)
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,512,512,3,1234,not graded,naive (ref),yes,0.988,4.77,1.00,520476348,105439302,1046514,2.010685,278490924,56783492,549211,1.972097,0.027226,0.014643,substituted from dedicated naive baseline log
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,512,512,3,1234,not graded,tile,yes,1.065,4.43,0.93,520476348,105439302,1046514,2.010685,241985424,48655810,497303,2.055095,0.027226,0.012583,isolated (naive baseline subtracted)
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,512,512,5,1234,not graded,naive (ref),yes,3.228,4.06,1.00,1142429656,281646487,1049907,0.919012,601553639,149091692,560303,0.931426,0.072936,0.036723,substituted from dedicated naive baseline log
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,512,512,5,1234,not graded,tile,yes,3.392,3.86,0.95,1142429656,281646487,1049907,0.919012,540876017,132554795,489604,0.905206,0.072936,0.036212,isolated (naive baseline subtracted)
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,1024,1024,3,1234,not graded,naive (ref),yes,4.835,3.90,1.00,2055934038,415055926,4174338,2.030385,1087588944,220339456,2140651,1.968254,0.111777,0.056068,substituted from dedicated naive baseline log
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,1024,1024,3,1234,not graded,tile,yes,4.823,3.91,1.00,2055934038,415055926,4174338,2.030385,968345094,194716470,2033687,2.100168,0.111777,0.055708,isolated (naive baseline subtracted)
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,1024,1024,5,1234,not graded,naive (ref),yes,15.063,3.48,1.00,4544665059,1120120592,4274452,0.940543,2380191527,589660167,2223300,0.934084,0.344052,0.157320,substituted from dedicated naive baseline log
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,1024,1024,5,1234,not graded,tile,yes,15.076,3.48,1.00,4544665059,1120120592,4274452,0.940543,2164473532,530460425,2051152,0.947645,0.344052,0.186732,isolated (naive baseline subtracted)
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,2048,2048,3,1234,not graded,naive (ref),yes,20.323,3.71,1.00,8188979250,1650964840,16772050,2.048125,4316227905,872280611,8641767,2.002157,0.467503,0.263616,substituted from dedicated naive baseline log
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,2048,2048,3,1234,not graded,tile,yes,20.479,3.69,0.99,8188979250,1650964840,16772050,2.048125,3872751345,778684229,8130283,2.099356,0.467503,0.203887,isolated (naive baseline subtracted)
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,2048,2048,5,1234,not graded,naive (ref),yes,56.241,3.73,1.00,18143476690,4471080572,21551696,1.187848,9486414542,2349447435,13492458,1.422293,1.256425,0.650540,substituted from dedicated naive baseline log
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,2048,2048,5,1234,not graded,tile,yes,60.879,3.44,0.92,18143476690,4471080572,21551696,1.187848,8657062148,2121633137,8059238,0.930944,1.256425,0.605885,isolated (naive baseline subtracted)
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,4096,4096,3,1234,not graded,naive (ref),yes,81.146,3.72,1.00,32718237875,6594177716,88211033,2.696081,17227392632,3479485120,56241129,3.264634,1.845842,1.022770,substituted from dedicated naive baseline log
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,4096,4096,3,1234,not graded,tile,yes,81.854,3.69,0.99,32718237875,6594177716,88211033,2.696081,15490845243,3114692596,31969904,2.063793,1.845842,0.823072,isolated (naive baseline subtracted)
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,4096,4096,5,1234,not graded,naive (ref),yes,222.759,3.77,1.00,72532465267,17873664976,112062296,1.544995,37905679948,9387518813,79867109,2.106996,4.879973,2.496753,substituted from dedicated naive baseline log
profile_tile_tileSize64_20260906_124815.log,tile,tileSize64,4096,4096,5,1234,not graded,tile,yes,229.256,3.66,0.97,72532465267,17873664976,112062296,1.544995,34626785319,8486146163,32195187,0.929777,4.879973,2.383221,isolated (naive baseline subtracted)
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,512,512,3,1234,not graded,naive (ref),yes,0.993,4.75,1.00,522090460,108728002,927770,1.777029,278490924,56783492,549211,1.972097,0.025579,0.014643,substituted from dedicated naive baseline log
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,512,512,3,1234,not graded,tile,yes,1.072,4.40,0.93,522090460,108728002,927770,1.777029,243599536,51944510,378559,1.554022,0.025579,0.010936,isolated (naive baseline subtracted)
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,512,512,5,1234,not graded,naive (ref),yes,3.184,4.12,1.00,1138858223,284950053,989205,0.868594,601553639,149091692,560303,0.931426,0.073368,0.036723,substituted from dedicated naive baseline log
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,512,512,5,1234,not graded,tile,yes,3.401,3.85,0.94,1138858223,284950053,989205,0.868594,537304584,135858361,428902,0.798247,0.073368,0.036645,isolated (naive baseline subtracted)
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,1024,1024,3,1234,not graded,naive (ref),yes,4.647,4.06,1.00,2062170822,428156406,4031206,1.954836,1087588944,220339456,2140651,1.968254,0.115108,0.056068,substituted from dedicated naive baseline log
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,1024,1024,3,1234,not graded,tile,yes,5.119,3.69,0.91,2062170822,428156406,4031206,1.954836,974581878,207816950,1890555,1.939863,0.115108,0.059040,isolated (naive baseline subtracted)
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,1024,1024,5,1234,not graded,naive (ref),yes,15.231,3.44,1.00,4529872118,1133218557,4618573,1.019581,2380191527,589660167,2223300,0.934084,0.336554,0.157320,substituted from dedicated naive baseline log
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,1024,1024,5,1234,not graded,tile,yes,15.729,3.33,0.97,4529872118,1133218557,4618573,1.019581,2149680591,543558390,2395273,1.114246,0.336554,0.179234,isolated (naive baseline subtracted)
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,2048,2048,3,1234,not graded,naive (ref),yes,21.000,3.60,1.00,8213843710,1703391766,16281824,1.982242,4316227905,872280611,8641767,2.002157,0.486743,0.263616,substituted from dedicated naive baseline log
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,2048,2048,3,1234,not graded,tile,yes,21.035,3.59,1.00,8213843710,1703391766,16281824,1.982242,3897615805,831111155,7640057,1.960187,0.486743,0.223126,isolated (naive baseline subtracted)
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,2048,2048,5,1234,not graded,naive (ref),yes,56.527,3.71,1.00,18084032739,4523383469,22818511,1.261804,9486414542,2349447435,13492458,1.422293,1.244297,0.650540,substituted from dedicated naive baseline log
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,2048,2048,5,1234,not graded,tile,yes,58.775,3.57,0.96,18084032739,4523383469,22818511,1.261804,8597618197,2173936034,9326053,1.084725,1.244297,0.593757,isolated (naive baseline subtracted)
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,4096,4096,3,1234,not graded,naive (ref),yes,82.764,3.65,1.00,32817414844,6803810316,85486461,2.604911,17227392632,3479485120,56241129,3.264634,1.862133,1.022770,substituted from dedicated naive baseline log
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,4096,4096,3,1234,not graded,tile,yes,82.181,3.67,1.01,32817414844,6803810316,85486461,2.604911,15590022212,3324325196,29245332,1.875901,1.862133,0.839362,isolated (naive baseline subtracted)
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,4096,4096,5,1234,not graded,naive (ref),yes,227.011,3.70,1.00,72296541839,18083441630,115580652,1.598702,37905679948,9387518813,79867109,2.106996,4.980567,2.496753,substituted from dedicated naive baseline log
profile_tile_tileSize8_20260906_124456.log,tile,tileSize8,4096,4096,5,1234,not graded,tile,yes,232.968,3.60,0.97,72296541839,18083441630,115580652,1.598702,34390861891,8695922817,35713543,1.038460,4.980567,2.483815,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,512,512,3,1234,not graded,naive (ref),yes,1.007,4.68,1.00,338157478,84745162,908226,2.685808,278490924,56783492,549211,1.972097,0.018132,0.014643,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,512,512,3,1234,not graded,unroll,yes,0.334,14.14,3.02,338157478,84745162,908226,2.685808,59666554,27961670,359015,6.017023,0.018132,0.003490,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,512,512,5,1234,not graded,naive (ref),yes,3.047,4.30,1.00,735116696,224203176,921630,1.253719,601553639,149091692,560303,0.931426,0.046523,0.036723,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,512,512,5,1234,not graded,unroll,yes,0.897,14.62,3.40,735116696,224203176,921630,1.253719,133563057,75111484,361327,2.705291,0.046523,0.009799,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,1024,1024,3,1234,not graded,naive (ref),yes,4.482,4.21,1.00,1325854282,332109989,3582475,2.702013,1087588944,220339456,2140651,1.968254,0.073399,0.056068,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,1024,1024,3,1234,not graded,unroll,yes,1.397,13.51,3.21,1325854282,332109989,3582475,2.702013,238265338,111770533,1441824,6.051338,0.073399,0.017331,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,1024,1024,5,1234,not graded,naive (ref),yes,13.267,3.95,1.00,2914499777,890136663,3698677,1.269061,2380191527,589660167,2223300,0.934084,0.193503,0.157320,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,1024,1024,5,1234,not graded,unroll,yes,3.743,14.01,3.54,2914499777,890136663,3698677,1.269061,534308250,300476496,1475377,2.761284,0.193503,0.036183,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,2048,2048,3,1234,not graded,naive (ref),yes,20.672,3.65,1.00,5268356078,1319198680,14577882,2.767065,4316227905,872280611,8641767,2.002157,0.320054,0.263616,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,2048,2048,3,1234,not graded,unroll,yes,6.618,11.41,3.12,5268356078,1319198680,14577882,2.767065,952128173,446918069,5936115,6.234576,0.320054,0.056437,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,2048,2048,5,1234,not graded,naive (ref),yes,54.579,3.84,1.00,11623689847,3551418304,24279846,2.088824,9486414542,2349447435,13492458,1.422293,0.822114,0.650540,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,2048,2048,5,1234,not graded,unroll,yes,17.498,11.99,3.12,11623689847,3551418304,24279846,2.088824,2137275305,1201970869,10787388,5.047262,0.822114,0.171574,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,4096,4096,3,1234,not graded,naive (ref),yes,79.546,3.80,1.00,21219828111,5315236427,98412690,4.637770,17227392632,3479485120,56241129,3.264634,1.286149,1.022770,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,4096,4096,3,1234,not graded,unroll,yes,24.420,12.37,3.26,21219828111,5315236427,98412690,4.637770,3992435479,1835751307,42171561,10.562866,1.286149,0.263378,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,4096,4096,5,1234,not graded,naive (ref),yes,218.523,3.84,1.00,46568505619,14225264546,144324501,3.099187,37905679948,9387518813,79867109,2.106996,3.178908,2.496753,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_20260906_122117.log,unroll,unrolling8combo,4096,4096,5,1234,not graded,unroll,yes,61.804,13.57,3.54,46568505619,14225264546,144324501,3.099187,8662825671,4837745733,64457392,7.440689,3.178908,0.682156,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,512,512,3,1234,not graded,naive (ref),yes,0.990,4.77,1.00,323933778,83122024,913069,2.818690,278490924,56783492,549211,1.972097,0.018070,0.014643,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,512,512,3,1234,not graded,unroll,yes,0.311,15.16,3.18,323933778,83122024,913069,2.818690,45442854,26338532,363858,8.006935,0.018070,0.003427,isolated (naive baseline subtracted)
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,512,512,5,1234,not graded,naive (ref),yes,3.082,4.25,1.00,704842824,219951921,925065,1.312442,601553639,149091692,560303,0.931426,0.046408,0.036723,substituted from dedicated naive baseline log
profile_unroll_unrolling8combo_16acc_20260906_122712.log,unroll,unrolling8combo_16acc,512,512,5,1234,not graded,unroll,yes,0.850,15.43,3.63,704842824,219951921,925065,1.312442,103289185,70860229,364762,3.531464,0.046408,0.009684,isolated (naive baseline subtracted)
